Package Name,Dependant,Current,Wanted,Latest,Type,Critical,High,Moderate,Low,Info,Workspace,URL
@ampproject/toolbox-cors,web-bff,2.5.1,2.7.1,2.7.1,dependencies,false,false,false,false,false,,https://github.com/ampproject/amp-toolbox/tree/main/packages/cors
@api-platform/admin,reactions-admin,2.2.1,2.5.3,2.5.3,dependencies,false,false,false,false,false,,https://github.com/api-platform/admin
@babel/cli,advertising,7.11.6,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,auth-utils,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,cache-headers,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,consent-checker,7.10.5,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,danger,7.12.1,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,dynamic-related-content,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,fabric-api-clients,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,im-platform-openid-connect,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,logger,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,next-auth,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,next-current-url,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,next-link-adapter,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,permutive,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,pockets,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,react-use-pagination-hook,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,reactions,7.10.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,semantic-release-config,7.10.5,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,speedcurve-lux,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,static-component-generator,7.10.1,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,stylelint-config,7.12.1,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,universal-fetch,7.8.4,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
,web-bff,7.10.0,7.12.8,7.12.8,devDependencies,false,false,false,false,false,,https://babeljs.io/
@babel/core,danger,7.12.3,7.12.9,7.12.9,devDependencies,false,false,false,false,false,,https://babeljs.io/
,im-pack,7.2.2,7.12.9,7.12.9,dependencies,false,false,false,false,false,,https://babeljs.io/
,im-platform-openid-connect,7.8.4,7.12.9,7.12.9,devDependencies,false,false,false,false,false,,https://babeljs.io/
,patchwork,7.9.0,7.12.9,7.12.9,devDependencies,false,false,false,false,false,,https://babeljs.io/
,permutive,7.12.3,7.12.9,7.12.9,devDependencies,false,false,false,false,false,,https://babeljs.io/
,reactions,7.10.4,7.12.9,7.12.9,devDependencies,false,false,false,false,false,,https://babeljs.io/
,site-config-service,7.4.3,7.12.9,7.12.9,devDependencies,false,false,false,false,false,,https://babeljs.io/
,speedcurve-lux,7.12.3,7.12.9,7.12.9,devDependencies,false,false,false,false,false,,https://babeljs.io/
,wcp-core,7.10.1,7.12.9,7.12.9,devDependencies,false,false,false,false,false,,https://babeljs.io/
,web-bff,7.12.3,7.12.9,7.12.9,devDependencies,false,false,false,false,false,,https://babeljs.io/
@babel/plugin-transform-modules-commonjs,im-platform-openid-connect,7.8.3,7.12.1,7.12.1,dependencies,false,false,false,false,false,,https://github.com/babel/babel.git
@babel/plugin-transform-runtime,consent-checker,7.10.5,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,dynamic-related-content,7.10.0,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,im-evolok,7.6.2,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,im-platform-openid-connect,7.8.3,7.12.1,7.12.1,dependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,my-hub,7.10.1,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,patchwork,7.10.0,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,permutive,7.10.0,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,pockets,7.10.0,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,post-creator,7.10.1,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,react-use-pagination-hook,7.10.0,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,reactions,7.10.4,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,recipes-frontend,7.10.0,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,speedcurve-lux,7.11.5,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,static-component-generator,7.10.1,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,universal-fetch,7.10.0,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,wcp-core,7.10.1,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,web-bff,7.10.0,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
@babel/preset-env,danger,7.12.1,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
,im-acf-patterns,7.5.5,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
,im-evolok,7.6.3,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
,im-fabric-ui-automation-framework,7.10.4,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
,im-listicles,7.3.4,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
,im-platform-openid-connect,7.8.4,7.12.7,7.12.7,dependencies,false,false,false,false,false,,https://babeljs.io/
,im-step-by-step,7.5.5,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
,semantic-release-config,7.11.0,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
,site-config-service,7.4.3,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
,wcp-core,7.10.1,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
,web-bff,7.10.0,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
@babel/preset-react,wcp-core,7.10.1,7.12.7,7.12.7,devDependencies,false,false,false,false,false,,https://babeljs.io/
@babel/register,im-platform-openid-connect,7.11.5,7.12.1,7.12.1,dependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,logger,7.11.5,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,my-hub,7.10.5,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,post-creator,7.10.5,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,recipes-frontend,7.10.1,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,static-component-generator,7.10.1,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
,web-bff,7.9.0,7.12.1,7.12.1,devDependencies,false,false,false,false,false,,https://github.com/babel/babel.git
@babel/runtime,im-fabric-ui-automation-framework,7.10.5,7.12.5,7.12.5,devDependencies,false,false,false,false,false,,https://babeljs.io/
,im-platform-openid-connect,7.8.4,7.12.5,7.12.5,dependencies,false,false,false,false,false,,https://babeljs.io/
,my-hub,7.10.1,7.12.5,7.12.5,dependencies,false,false,false,false,false,,https://babeljs.io/
,post-creator,7.10.1,7.12.5,7.12.5,dependencies,false,false,false,false,false,,https://babeljs.io/
,reactions,7.10.4,7.12.5,7.12.5,devDependencies,false,false,false,false,false,,https://babeljs.io/
,recipes-frontend,7.10.2,7.12.5,7.12.5,dependencies,false,false,false,false,false,,https://babeljs.io/
,site-config-service,7.4.4,7.12.5,7.12.5,devDependencies,false,false,false,false,false,,https://babeljs.io/
,wcp-core,7.10.1,7.12.5,7.12.5,dependencies,false,false,false,false,false,,https://babeljs.io/
,web-bff,7.10.0,7.12.5,7.12.5,devDependencies,false,false,false,false,false,,https://babeljs.io/
@brightcove/react-player-loader,patchwork,1.3.0,1.4.1,1.4.1,dependencies,false,false,false,false,false,@immediate_media/components,https://github.com/brightcove/react-player-loader#readme
@commitlint/cli,advertising,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,frontend-services,https://github.com/conventional-changelog/commitlint#readme
,aws-build,7.6.1,7.6.1,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,consent-checker,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,danger,9.1.2,9.1.2,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,dynamic-related-content,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,frontend-services,7.6.1,7.6.1,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,im-pack,7.5.0,7.6.1,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,im-platform-openid-connect,7.5.1,7.6.1,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,my-hub,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,next-auth,7.6.1,7.6.1,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,patchwork,7.5.2,7.6.1,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,piano,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,pockets,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,post-creator,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,reactions,9.0.1,9.1.2,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,reactions-admin,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,recipes-frontend,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,semantic-release-config,9.1.1,9.1.2,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,site-config-service,7.5.2,7.6.1,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,static-component-generator,8.2.0,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,stylelint-config,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,universal-fetch,8.3.5,8.3.5,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
@commitlint/config-conventional,advertising,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,frontend-services,https://github.com/conventional-changelog/commitlint#readme
,auth-utils,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,aws-build,7.6.0,7.6.0,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,browserslist-config,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,cache-headers,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,consent-checker,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,danger,9.1.2,9.1.2,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,dynamic-related-content,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,fabric-api-clients,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,frontend-services,7.6.0,7.6.0,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,generate-user-content,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,im-pack,7.5.0,7.6.0,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,im-platform-openid-connect,7.5.0,7.6.0,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,logger,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,my-hub,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,next-auth,7.6.0,7.6.0,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,next-current-url,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,next-link-adapter,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,patchwork,7.5.0,7.6.0,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,permutive,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,piano,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,pockets,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,post-creator,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,react-use-pagination-hook,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,reactions,9.0.1,9.1.2,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,reactions-admin,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,recipes-frontend,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,semantic-release-config,9.1.1,9.1.2,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,site-config-service,7.5.0,7.6.0,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,speedcurve,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,speedcurve-lux,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,static-component-generator,8.2.0,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,stylelint-config,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,universal-fetch,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
,web-bff,8.3.4,8.3.4,11.0.0,devDependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
@commitlint/lint,danger,9.1.2,9.1.2,11.0.0,dependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
@commitlint/load,danger,9.1.2,9.1.2,11.0.0,dependencies,false,false,false,false,false,,https://github.com/conventional-changelog/commitlint#readme
@iabtcf/stub,advertising,1.1.3,1.1.4,1.1.4,devDependencies,false,false,false,false,false,,https://iabtcf.com/
@immediate_media/advertising,dynamic-related-content,6.12.1,6.15.2,7.0.7,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/advertising
,my-hub,7.0.6,7.0.7,7.0.7,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/advertising
,patchwork,7.0.3,7.0.7,7.0.7,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/advertising
,permutive,7.0.3,7.0.7,7.0.7,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/advertising
,post-creator,7.0.6,7.0.7,7.0.7,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/advertising
,reactions,7.0.3,7.0.7,7.0.7,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/advertising
,recipes-frontend,7.0.6,7.0.7,7.0.7,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/advertising
,speedcurve-lux,7.0.3,7.0.7,7.0.7,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/advertising
,wcp-core,7.0.6,7.0.7,7.0.7,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/advertising
@immediate_media/auth-utils,fabric-api-clients,2.0.2,2.3.0,2.3.0,dependencies,false,false,false,false,false,@immediate_media/pocket-hooks,https://github.immediate.co.uk/WCP-Packages/auth-utils
,generate-user-content,1.0.0,1.3.1,2.3.0,dependencies,false,false,false,false,false,@immediate_media/save-post-button,https://github.immediate.co.uk/WCP-Packages/auth-utils
,im-platform-openid-connect,2.1.0,2.3.0,2.3.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
,my-hub,2.2.0,2.3.0,2.3.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
,next-auth,2.0.1,2.3.0,2.3.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
,pockets,2.0.2,2.3.0,2.3.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
,pockets,2.0.1,2.3.0,2.3.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
,post-creator,2.1.0,2.3.0,2.3.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
,reactions,2.0.2,2.3.0,2.3.0,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
,recipes-frontend,2.1.0,2.3.0,2.3.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
,static-component-generator,2.0.2,2.3.0,2.3.0,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
,wcp-core,2.2.0,2.3.0,2.3.0,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/auth-utils
@immediate_media/babel-preset,advertising,1.3.2,1.5.0,1.5.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,auth-utils,1.3.3,1.5.0,1.5.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,cache-headers,1.3.3,1.5.0,1.5.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,fabric-api-clients,1.3.4,1.5.0,1.5.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,logger,1.3.4,1.5.0,1.5.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,next-current-url,1.3.4,1.5.0,1.5.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,universal-fetch,1.3.3,1.5.0,1.5.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
@immediate_media/babel-preset-react,dynamic-related-content,1.2.6,1.4.3,1.4.3,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,next-auth,1.2.3,1.4.3,1.4.3,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,next-link-adapter,1.2.4,1.4.3,1.4.3,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,pockets,1.2.6,1.4.3,1.4.3,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,react-use-pagination-hook,1.2.4,1.4.3,1.4.3,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
,speedcurve-lux,1.2.3,1.4.3,1.4.3,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/babel.git
@immediate_media/browserslist-config,my-hub,1.0.0,1.0.2,1.0.2,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/browserslist-config
,patchwork,1.0.0,1.0.2,1.0.2,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/browserslist-config
,pockets,1.0.0,1.0.2,1.0.2,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/browserslist-config
,post-creator,1.0.0,1.0.2,1.0.2,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/browserslist-config
,recipes-frontend,1.0.0,1.0.2,1.0.2,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/browserslist-config
,static-component-generator,1.0.0,1.0.2,1.0.2,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/browserslist-config
@immediate_media/cache-headers,my-hub,2.0.3,2.0.5,2.0.5,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/cache-headers
,post-creator,2.0.3,2.0.5,2.0.5,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/cache-headers
,recipes-frontend,2.0.3,2.0.5,2.0.5,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/cache-headers
,web-bff,2.0.3,2.0.5,2.0.5,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/cache-headers
@immediate_media/collections-modal,my-hub,3.1.3,3.1.6,3.1.6,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/pockets.git
@immediate_media/component-config,dynamic-related-content,16.2.0,16.2.0,17.35.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,my-hub,17.31.0,17.35.0,17.35.0,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,permutive,17.0.0,17.35.0,17.35.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,pockets,16.2.0,16.2.0,17.35.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,reactions,17.31.0,17.35.0,17.35.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,recipes-frontend,17.31.0,17.35.0,17.35.0,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,speedcurve-lux,17.0.0,17.35.0,17.35.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,static-component-generator,16.2.0,16.2.0,17.35.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,wcp-core,17.31.0,17.35.0,17.35.0,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
@immediate_media/components,dynamic-related-content,17.5.0,17.41.0,17.41.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,my-hub,17.34.0,17.41.0,17.41.0,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,permutive,17.25.1,17.41.0,17.41.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,pockets,16.10.0,16.30.0,17.41.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,post-creator,17.35.2,17.41.0,17.41.0,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,reactions,17.34.1,17.41.0,17.41.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,speedcurve-lux,17.25.1,17.41.0,17.41.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,static-component-generator,16.14.1,16.30.0,17.41.0,devDependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
,wcp-core,17.33.0,17.41.0,17.41.0,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
@immediate_media/dynamic-related-content,my-hub,1.22.4,1.22.6,1.22.6,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/dynamic-related-content
,wcp-core,1.22.0,1.22.6,1.22.6,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/dynamic-related-content
@immediate_media/e2e,my-hub,2.7.0,2.9.0,2.9.0,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/e2e
,post-creator,2.7.0,2.9.0,2.9.0,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/e2e
,recipes-frontend,2.7.0,2.9.0,2.9.0,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/e2e
@immediate_media/fabric-api-clients,generate-user-content,11.7.1,11.9.2,12.16.1,dependencies,false,false,false,false,false,@immediate_media/pocket-hooks,https://github.immediate.co.uk/WCP-Packages/fabric-api-clients
,im-platform-openid-connect,12.4.13,12.16.1,12.16.1,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/fabric-api-clients
,pockets,12.10.0,12.16.1,12.16.1,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/fabric-api-clients
,post-creator,12.16.0,12.16.1,12.16.1,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/fabric-api-clients
,reactions,12.15.1,12.16.1,12.16.1,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/fabric-api-clients
,wcp-core,12.15.1,12.16.1,12.16.1,dependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/fabric-api-clients
@immediate_media/foundations,wcp-core,17.33.0,17.38.2,17.38.2,dependencies,false,false,false,false,false,,git@github.immediate.co.uk:WCP-Packages/patchwork.git
@immediate_media/im-pack,im-acf-patterns,2.0.0,2.0.0,5.0.3,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/im-pack
,im-editorial-lists,4.2.0,4.2.1,5.0.3,devDependencies,false,false,false,false,false,,https://github.immediate.co.uk/WCP-Packages/im-pack
